,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
40,72,Sr. UX Analyst,West Monroe,"Hybrid remote in Chicago, IL",,Ready to thrive in the next step on your career journey? West Monroe is seeking a Senior User Experience (UX) Analyst to join our internal Technology & User…,Posted30+ days ago,2022-05-05
41,74,Sr. Staff UX Researcher,ServiceNow,"Chicago, IL 60607 (West Town area)",,Company Description ServiceNow is the fastest growing enterprise cloud software company in the world above $1 billion. Because we know that it’s great talent…,Posted30+ days ago,2022-05-05
42,77,Sr. UX Analyst,West Monroe,"Hybrid remote in Chicago, IL",,"Experience collaborating with teams of designers, researchers, product managers, and engineers throughout the product development process.",Posted30+ days ago,2022-05-05
43,79,Sr. Staff UX Researcher,ServiceNow,"Chicago, IL 60607 (West Town area)",,"Our Researchers enable product management, design, and engineering leadership to make data-driven product strategy decisions.",Posted30+ days ago,2022-05-05
44,81,"UX Researcher, Data Platforms",Indeed,Remote in United States,,"Collaborate with other researchers, product managers, and UX designers to ensure research translates into business impact.",Posted15 days ago,2022-05-05
45,82,"Manager UX Research, SMB",Indeed,United States,,"7+ years of hands-on experience as a qualitative researcher (mixed-methods is a bonus).
Guide researchers on the design and execution of qualitative and mixed…",Posted13 days ago,2022-05-05
46,83,"Manager, UX Research (100% Remote)","EmployBridge, LLC",Remote in United States,,"1+ years' experience coaching and mentoring researchers or strategists.
EmployBridge is embarking on a variety of ambitious projects to better match light…",Posted30+ days ago,2022-05-05
0,0,Associate Software Engineer,Disney Streaming,"New York, NY+9 locations",,"Hands-on experience using source control (Git, GitHub) and feature branching strategies.
Deploy and manage innovative modern cloud technologies using…",Posted11 days ago,2022-05-05
1,1,Software Engineer,Nike,"New York, NY+1 location",,"Applicant must have a Bachelor’s degree in Computer Science, Computer Information Systems, or Engineering and five (5) years of progressive post-baccalaureate…",Posted20 days ago,2022-05-05
2,2,Software Development Engineer,Adobe,"New York, NY+1 location",,"Develop against container orchestration and cloud provider platforms to deploy, manage, discover, and secure Adobe's web, big data, and machine-learning…",Posted30+ days ago,2022-05-05
3,3,Associate Software Engineer I,ACLU,"Remote in New York, NY 10004+1 location",,"Experience in a server-side web programming environment (e.g., node.js, PHP, Python, Ruby).
Demonstrates a commitment to continued learning and consistent…",Posted30+ days ago,2022-05-05
4,4,"Software Engineer, Early Career",Notion,"New York, NY+5 locations",Estimated $116K - $147K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30+ days ago,2022-05-05
5,6,Software Engineer,AT&T,"New York, NY+1 location",,"In your day to day you are well organized and able to effectively prioritize tasks, deliver high-quality code, and participate in your team's agile development…",Posted14 days ago,2022-05-05
6,8,Software Engineer: Fall Co-Op,Jane Street,"New York, NY+1 location",Estimated $54.9K - $69.5K a year,"Communicates clearly and respectfully with colleagues.
We use code to approach a variety of problems, so we’re interested in everything from machine learning to…",Posted30+ days ago,2022-05-05
7,9,Software Engineer,Carta,"New York, NY",Estimated $144K - $182K a year,"We build software to help new funds launch, investors to track analytics and performance, for fund accountants operating the books and financial records for…",Posted30+ days ago,2022-05-05
8,11,"Software Engineer - Availability, Cash App",Cash App,"Remote in New York, NY+8 locations",Estimated $103K - $131K a year,"We’re a team of engineers with a very wide breadth of experience, and we frequently work in teams to tackle big problems.",Posted9 days ago,2022-05-05
9,12,"Software Engineer, Test, Advertising",Spotify,"Remote in New York, NY",Estimated $116K - $147K a year,We are looking for an experienced Software Engineer in Test (SDET) to enable and encourage squads across the Self-Serve Advertising organization to design and…,Posted30+ days ago,2022-05-05
10,14,Junior Software Engineer,Hearst Media Services,"New York, NY 10019 (Midtown area)",Estimated $78.2K - $99K a year,"We’re building an open, service-oriented platform driven by APIs, and belief in crafting simple, elegant solutions to complex technological and product problems…",Posted9 days ago,2022-05-05
11,15,"Software Engineer, Frontend - Multiple Teams (Multiple Level...",Clear Street,"New York, NY+4 locations",Estimated $116K - $147K a year,Our tech-infused suite of customer experience-oriented prime service offerings will increase our clients' efficiency and provide real-time insights they've…,Posted30+ days ago,2022-05-05
12,16,Software Engineer II,Disney Streaming,"Remote in New York, NY+14 locations",,"Experience with Datadog or similar application monitoring software.
Understanding of source control concepts and exposure to Git.",Posted30+ days ago,2022-05-05
13,17,Software Engineer,Shutterstock,"Remote in New York, NY 10118",,"Relevant frontend software development experience.
Experience using libraries and frameworks such as React, Next.js or similar.",Posted30+ days ago,2022-05-05
14,19,"Full Stack Software Engineer, Apple Media Products",Apple,"New York, NY+4 locations",,"You will partner and collaborate with other stakeholder teams within Apple to push your architectural innovations out.
BS in CS or equivalent experience.",Posted30+ days ago,2022-05-05
15,21,Software Engineer 4 - Front End,BAKKT LLC,"Phoenix, NY",Estimated $105K - $133K a year,"Working closely with product owners to understand customer preferences and business requirements – analyzing options, documenting specifications, and…",Posted30+ days ago,2022-05-05
16,22,Associate Software Engineer - Privacy,Paramount,"New York, NY 10036+1 location",,The Associate Software Engineer for the Privacy Tech department will assist the privacy engineering and legal teams with day-to-day operations.,Posted20 days ago,2022-05-05
17,23,Junior Software Engineer,ION,"Remote in New York, NY",,"Experience with search engines, machine learning and NLP techniques.
Experience in engineering software solutions using Java in Linux environments, including…",Posted30+ days ago,2022-05-05
18,24,Software Engineer 4 - Backend,BAKKT LLC,"Phoenix, NY+3 locations",Estimated $101K - $127K a year,"Working closely with product owners to understand customer preferences and business requirements – analyzing options, documenting specifications, and…",Posted30+ days ago,2022-05-05
19,25,Software Engineer,Balyasny Asset Management,"New York, NY+1 location",Estimated $107K - $135K a year,"Familiar with agile software development techniques.
Automate operations and define new processes to meet scaling requirements for global trading.",Posted30+ days ago,2022-05-05
20,26,Software Engineer,Kubient,"New York, NY 10018 (Clinton area)",Estimated $104K - $132K a year,"Bachelor's degree in Computer Science, Engineering or Technical discipline with at least 1 year of work experience, or equivalent total work experience working…",Posted19 days ago,2022-05-05
21,27,"Senior Software Engineer, Platform",Spotify,"Remote in New York, NY",Estimated $140K - $178K a year,"As a great influencer with great communication skills, you love sharing your knowledge with others and helping them grow.",Posted30+ days ago,2022-05-05
22,28,Software Engineer II,Raytheon Missiles & Defense,"New York, NY 10025 (Upper West Side area)+1 location",,"Our precision software and firmware integrates operating systems, device drivers, networking, and control software to bring together sensor, guidance, and…",Posted15 days ago,2022-05-05
23,29,Associate Software Engineer,Auto TechLabs Inc.,"White Plains, NY 10604+1 location",Estimated $67.7K - $85.7K a year,"Prepares documentation of all procedures used in systems, including supporting documentation, under guidance.
May develop detailed flowcharts to show processing…",Posted16 days ago,2022-05-05
24,31,"Scientist, Software Developer",Corning,"Corning, NY 14831+1 location",,"Experience with an object-oriented programming language, python preferred.
This position is intended as an entry level software developer position, with no…",Posted28 days ago,2022-05-05
25,33,Software Engineer - Semantic Models,DocuSign,"Remote in New York, NY",,"The software engineer on this team will have a strong product engineering background and proficiency in NodeJS.
Experience working with SaaS cloud.",Posted21 days ago,2022-05-05
26,34,Software Engineer II - Community Experiences,"Twitch Interactive, Inc.","New York, NY 10011 (Chelsea area)+126 locations",,"Design reliable web services and applications.
Produce clean, high-quality code, tests, and documentation.
Contribute to code and design reviews with peers and…",Posted30+ days ago,2022-05-05
